id,next_arrive_time
210457,35.46299964451234
210458,71.34760413188182
210459,130.4943407741786
210460,57.74910199278698
210461,143.74126436315615
210462,30.15433658220025
210463,62.35779809150877
210464,150.88144916406978
210465,111.32083910816728
210466,101.63933348838832
210467,97.9024656492306
210468,79.71747647969676
210469,74.24880860653491
210470,126.30810660569963
210471,86.06508400438447
210472,120.11398611077996
210473,130.6487772792429
210474,64.10016281550064
210475,49.08886516845295
210476,58.860395522496006
210477,85.5793591426179
210478,96.08823836862517
210479,113.58735072222665
210480,167.64300717889597
210481,119.40561980205118
210482,69.93703636506062
210483,73.43980897743671
210484,96.75648213037401
210485,59.66475975328111
210486,73.51036416653457
210487,88.92887659529595
210488,28.697924549300428
210489,35.46299964451234
210490,71.34760413188182
210491,69.93703636506062
210492,113.58735072222665
210493,74.24880860653491
210494,130.4943407741786
210495,57.74910199278698
210496,143.74126436315615
210497,30.15433658220025
210498,62.35779809150877
210499,150.88144916406978
210500,120.43653250258512
210501,111.32083910816728
210502,101.63933348838832
210503,97.9024656492306
210504,79.71747647969676
210505,74.24880860653491
210506,126.30810660569963
210507,86.06508400438447
210508,125.2940815772549
210509,47.21802063596628
210510,109.76772522233503
210511,128.63401138648848
210512,76.33057489450441
210513,47.450984703517484
210514,57.4490605672773
210515,91.2864920443306
210516,93.68456919834216
210517,112.84017821131616
210518,163.51007120859683
210519,127.9034274338474
210520,70.92701641548834
210521,71.55408605837155
210522,101.41937650094569
210523,69.86157862852755
210524,65.79089001476618
210525,99.54713350717641
210526,27.34299029343548
210527,127.9034274338474
210528,93.68456919834216
210529,70.11919110641036
210530,128.17165571376012
210531,59.95883446364563
210532,133.71339309835167
210533,30.515520137974555
210534,83.40058645092464
210535,113.32006171726168
210536,167.88485680985679
210537,120.46951754762028
210538,93.92152228253644
210539,103.40207383092157
210540,95.49216155027577
210541,70.11919110641036
210542,120.60662767193924
210543,89.04746028646932
210544,117.86668932785172
210545,71.158649436633
210546,65.62528735249427
210547,128.63401138648848
210548,76.33057489450441
210549,47.450984703517484
210550,57.4490605672773
210551,91.2864920443306
210552,93.68456919834216
210553,112.84017821131616
210554,163.51007120859683
210555,71.55408605837155
210556,101.41937650094569
210557,69.86157862852755
210558,65.79089001476618
210559,99.54713350717641
210560,27.34299029343548
210561,33.90199931774941
210562,46.27021016452017
210563,70.92701641548834
210564,112.84017821131616
210565,70.11919110641036
210566,129.14378742336095
210567,70.06077648745433
210568,162.85725711530375
210569,31.193360277998757
210570,73.45777505852467
210571,132.39446171819364
210572,127.62697979945287
210573,109.14595868333569
210574,127.0044796948545
210575,104.48688158730131
210576,79.1819121947187
210577,127.22066544132583
210578,84.94875871231977
210579,113.0034292643428
210580,80.61426391253846
210581,68.9852719210614
210582,50.40757639745875
210583,110.78808491914897
210584,117.815420507597
210585,66.47371433279362
210586,84.4536364908927
210587,173.66198353000064
210588,115.75012041513101
210589,66.56466587605885
210590,58.588842490325405
210591,98.75564137107723
210592,71.87453285829581
210593,69.35513772133896
210594,96.90547875795015
210595,29.927848870151102
210596,49.52537314424821
210597,51.75254988900442
210598,66.56466587605885
210599,115.75012041513101
210600,98.22560964325505
210601,129.14378742336095
210602,70.06077648745433
